title,company,location,description,link
Senior Software Engineer - Machine Learning (fluent in Mandarin),"NetBrain Technologies, Inc.","Toronto, ON"," 
Apply expert coding skills to projects in partnership with Product Managers, Software Developers, etc. 
 
Collaborate with the Development Team to enhance the reliability, performance, efficiency, and scalability of our product 
 
Architect and build our machine learning solutions to network automation problems using advanced data analysis, predictive modeling, optimization, and machine learning techniques including pattern detection, time series forecasting, natural language processing 
 
3+ years of real-world Machine Learning architecture/development, understanding the full life cycle of developing a machine learning solution, and in-depth knowledge of different ML applications 
 
Experience with machine learning frameworks such as TensorFlow, Theano, Keras, Pandas, NumPy, scikit-learn 
 
Some experience in Data Mining, Statistical Inference, Mathematical modeling, or similar fields 
 
3+ years of hands-on software development experience with proficiency in Python, C++, C#, or Java 
 
Solid experience in working with databases (relational and NoSQL) and Elastic Search 
 
Excellent understanding of algorithms and data structures for optimization 
 
Bachelor's degree in Computer Science, or related field.Fluent in Mandarin and English 
 ",https://www.indeed.com/rc/clk?jk=2b60c8263cfb54a1&fccid=1fd791bcb94dfbb4&vjs=3
Principal QA Automation Developer - Machine Learning Team,Behavox,"Montréal, QC"," Test the back-end of complex distributed systems, developing automated frameworks for the Data QA team 
 Contribute to development of infrastructure for scalable A/B testing on both internal and production environments 
 Ensure continuous testing and monitoring of functionality, accuracy, performance, and stability of all components 
 Take an active role in creation and shaping of effective test strategies for the mission-critical services developed within the Data Science department 
 Distributed systems testing (front-end and back-end): manual / automatic 
 Knowledge of CI tools and processes (Jenkins, TeamCity, Bitbucket pipelines, etc) 
 Familiarity of software engineering tools (JIRA, git) 
 Python programming experience 
 Linux user (including command line) 
 DevOps infrastructure knowledge: Jenkins, Ansible 
 Data analytics / ML expertise 
 Math / statistics background 
 A truly global mission with a passionate community in locations all over the world 
 Huge impact and learning potential as our aspirations require bold innovation 
 Highly competitive compensation with 100% bonus pay already integrated 
 Benefits include fully covered health coverage for employee and family 
 Generous time-off policy and flexible work schedule 
 World class relocation assistance 
 ",https://www.indeed.com/rc/clk?jk=67319ce1ae5f3ccc&fccid=131bed7b726f4d12&vjs=3
Senior Cybersecurity Technology Architect – Security Analytics Domain,TELUS,"Toronto, ON"," Managed Security Services Market & Product Portfolio teams 
 Integrated Managed Services & Outsourcing Market & Solutions teams
 
 Customer-specific project teams requiring Complex/Custom Managed Solutions 
 TELUS Market-facing Business Units & Product Portfolio Line teams, adopting/integrating Managed Security Services to support a Secure-by-Design imperative 
 TELUS Corporation enterprise teams, adopting/integrating Managed Security Services as well as TELUS specific solutions to support a Secure-by-Design imperative 
 Cybersecurity Architecture Team peers, with whom you will manage strategic & architectural interlock with the domains of concern they each own/coordinate which are composed to drive our security analytics objectives 
 Cybersecurity DevOps team leaders & members, with whom you will collaborate to assess impacts of external and internal product/service change demands while representing their concerns in strategic/initiative planning 
 Architects/owners of capabilities across TELUS which Security Analytics depends on, with whom you will manage relationships and oversee requirements management, investment planning and initiative prioritization as it relates to dependencies 
 Investment initiative planners, with whom you will work to establish and co-own business cases for change initiatives, and provide context and reasoning to support investment portfolio prioritization, and participate in benefits delivery look-backs 
 You understand the value of security analytics towards each area of a mature cyber security practice 
 5+ years in technical roles relating to SIEM/UEBA, data science, data lakes, business intelligence, etc. 
 You have seen how security analytics initiatives both succeed and are challenged in a variety of organizations, and seek to help TELUS and its customers apply those lessons 
 Your grasp of practices across disciplines of Enterprise Architecture, Product Management, Product/Service Business Support Systems and Service Management, make you a natural integrator. You advocate for and support competency/practice-building and governance rituals to ensure change and its intended outcomes are sustainable.
 
 Post-secondary degree in Computer Science, Information Technology, Communications Technology, Electrical Engineering, or equivalent
 
 Earned certifications with some combination of:
Enterprise/Business Architecture/Analysis (TOGAF, Archimate, SABSA, Business Architecture Guild CBA, IIBA CCBA/CBAP, or equivalent)
Service Governance/Management (ITIL, SIAM, COBIT, CGEIT, CMMI, or equivalent)
Security Practice Management (CISSP, CISM, CISA, ISO27000-LA, or equivalent) security technology and operations (GIAC, CEH, vendor-specific certifications);
 
 Enterprise/Business Architecture/Analysis (TOGAF, Archimate, SABSA, Business Architecture Guild CBA, IIBA CCBA/CBAP, or equivalent) 
 Service Governance/Management (ITIL, SIAM, COBIT, CGEIT, CMMI, or equivalent) 
 Security Practice Management (CISSP, CISM, CISA, ISO27000-LA, or equivalent) security technology and operations (GIAC, CEH, vendor-specific certifications); 
 Technical leadership and practical experience relating to
SIEM/UEBA technologies such as ArcSight, Exabeam, LogRhythm, QRadar, Securonix, etc.
Security automation, orchestration and response (SOAR) technologies such as xSOAR/Demisto, IBM Resilient, Phantom, or related automation & orchestration systems (such as in areas of IT service management or business process automation).
Data Lake and Big Data Analytics technologies including Hadoop/HDFS, Kafka, Spark, etc.
Cloud logging (both operational and security) and security assessment, such as Google Stackdriver, Azure Lighthouse, Google Security Command Center, etc.
 
 SIEM/UEBA technologies such as ArcSight, Exabeam, LogRhythm, QRadar, Securonix, etc.
 
 Security automation, orchestration and response (SOAR) technologies such as xSOAR/Demisto, IBM Resilient, Phantom, or related automation & orchestration systems (such as in areas of IT service management or business process automation).
 
 Data Lake and Big Data Analytics technologies including Hadoop/HDFS, Kafka, Spark, etc. 
 Cloud logging (both operational and security) and security assessment, such as Google Stackdriver, Azure Lighthouse, Google Security Command Center, etc.
 
 Experience assessing/integrating practice guidance/control frameworks into organizational processes, such as NIST Cyber Security Framework, ISO/IEC 27000-series, NIST-800 series guidance including the NIST 800-53 framework of information security controls 
 ",https://www.indeed.com/rc/clk?jk=d914334a9a7c9f97&fccid=4512634d9e7338a8&vjs=3
"Product Manager, Fixed Income AI Analytics",Overbond,"Toronto, ON"," 
Manager product design priorities 
 
Drive definition of strategy and success metrics for our AI products and be accountable for the full product lifecycle 
 
Monitor for competitive market needs and changes as they pertain to product feature improvements 
 
Define and manage Jira instances and engineering group priorities 
 
Design and guide development of frontend specifications (using UI/UX best practices) 
 
Lead data integration and data assembly relationships with external vendors 
 
Define and mange R&D Lab priorities 
 
Bridge the communication channel and understanding between engineering, data science and sales and marketing groups 
 
Help communicate product descriptions, features importance and other marketing related communications 
 
Develop and maintain product roadmap and strategy 
 
Documenting clear functional specifications (including SLAs) for each phase of product development 
 
Minimum of bachelor’s degree or equivalent in Computer Science, Finance, Engineering, Data Science or Business Administration 
 
Minimum 4 years’ experience in Product management role 
 
Ability to juggle multiple priorities and effectively deliver in a fast-paced, dynamic environment 
 
A willingness to help and share knowledge with other team members 
 
Excellent written and oral communication skills 
 
Ability to communicate the logic, reason, and priority of each project/ product development 
 
Familiarity with AI Analytics, Big Data and Capital Markets 
 
Naturally curious with a strong determination to work around obstacles and attention to detail 
 
Strategic thinking and an ability to effectively identify opportunities for growth in new businesses and markets 
 
The challenge and opportunity of joining a small but rapidly growing team 
 
Opportunity to work on a real product with very demanding paying customers 
 
Ability to contribute in all stages of product development 
 ",https://www.indeed.com/rc/clk?jk=cf96c5d360760498&fccid=571991c776701fba&vjs=3
,,,,https://www.indeed.com/rc/clk?jk=cb961ecc9e199fb7&fccid=d2841a5c0380b93d&vjs=3
Big Data Engineer - 297886,Procom,"Toronto, ONTemporarily remote"," Research innovative data solutions and solve real market problems 
 Continue to implement data pipeline to ingest, clean, aggregate, and integrate data from various data sources 
 Work with distributed computing tools (HDFS, Map/Reduce, Hive, Hbase, Sqoop, Spark etc.) 
 Work with the Data Science team in delivering projects into production 
 Build data pipelines used to ingest data to on-premise and cloud storage, and to make data available for modeling 
 Maintain the data pipelines and implement CI/CD automation. 
 Assist with identifying, designing, and implementing internal process improvements
 
 See things through from end-to-end by deploying builds directly to production 
 Work with data and analytics experts to strive for greater functionality in our systems 
 Minimum of 3 years of experience with SQL 
 Experience with relational SQL and NoSQL databases (Netezza) 
 Experience with GIT, Apache Spark, GCP or Azure Cloud and Massively Parallel Processing (MPP): Hadoop, Kafka, etc. 
 Experience building and optimizing ‘big data’ data pipelines, architectures and data sets preferred 
 Experience manipulating, processing, and extracting value from large disconnected datasets 
 Experience building processes supporting data transformation, data structures, metadata, dependency, and workload management 
 Experience performing root cause analysis on data, the pipeline, and processes
 
 Experience with Continuous Integration, Continuous Deployment (CI/CD) 
 Passionate about code and enjoys learning and building 
 Creative and courageous 
 Action oriented, and comfortable taking calculated risks
 
 Outcome focused, critical thinkers 
 Collaborative team players with superior influencing skills 
 ",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C-knUC0oCdK4Hf0LD9087b-gnk4fSMUG8iE228ArTKrBR9SeIi97uEfDwUCOEqP-GCSktRFitiv8J62ZPjZO2_uqkP1LW_FpS4QHVNTRQ8eBq4yftlnUGH1gNXra8Rm-jOZyosVe5ydBEEWC1rZagHD9Tmi-l8Olk_V0diVzMU4jxbfAabc6QsBncIaXyTec99HbJL2B-N7H11llJv__knBhT5MbybB_5xWp0J3M8TjjJH9sFcyKbAWcTSglv-UXSNBVjMafEE3Wl6icZJWSCLeCPgmiJKN67FF7iM0-z_8JZMf3LwgFEx1Qt_W6xMyfa53n92Sa1hD4_XMJESq3kao2bQNvlaW04hNUjCDw8EUwVVs1TCgB6C9FVxK8Z4oTwlCD8twa9EwmshxTUfm5Tc6wkn0hsduP0z4aTuYUb9BQSLgrJjdEvAv0OG5kdbZwPTkUG5WaJJDH8Mx-PtYjPItpPuoaxoOAm305JCJsnYL7fuolIcbp48gVnnwkr9NoVDFRfCdPK9QNR2WJnOxYJn79UBOxbRcJFU=&p=5&fvj=0&vjs=3
"Technical Product Owner, Artificial Intelligence",Finn.ai,"Vancouver, BC"," We believe that NLP is the future of user interfaces, but AI and deep learning are not magic. As the Technical Product Owner in AI, you play an essential role to apply AI technologies to solve business problems. You are a key decision maker on feature feasibility, priorities and design decisions, and work to ensure all stakeholders are aligned at each stage of the development lifecycle. 
 With your deep technical data science background, you understand both the business and technical needs from different stakeholders. You will work on the technical roadmap for product AI capabilities and internal tools by applying the latest NLP and AI technology into a commercial product. You work with architects, data scientists, developers, and internal customers to ensure that business, quality, and functional goals are met with each release. 
 Also as a senior member of the team, you will also be asked to mentor other members. You earn their trust and respect, and people look up to you. There are not a lot of layers in a startup like us, so it’s very easy for people to get to know each other and help others out. 
 Provide thought leadership on application of AI technology in Virtual Assistants and banking industry 
 Assess value, develop use cases, and prioritize stories, epics and initiatives to ensure work focuses on those with maximum value that are aligned with product strategy 
 Collaborate with product management and customer success teams to transition the business requirements to technical requirements, including technical user cases, algorithms and data specifications 
 Provide backlog management, iteration planning, and elaboration of the requirements in Agile work environment. Be present in daily sprint ceremonies as necessary to facilitate quality and speed of delivery 
 Define, analyze and communicate the technical performance of our product and translate into value for our customers 
 Produce external-facing quality documents on design, user guides and API documentation 
 Act as an AI technology focal internally and externally, provide support in product marketing, sales and other communication and education opportunities 
 Constantly research, learn and evaluate new AI technologies, and how to incorporate them to improve our product 
 Masters degree or equivalent achievement in computer science, artificial intelligence or data science. 
 Minimum 3 years of software engineering industry experience, at least 1 year as a product owner or tech lead if preferred. 
 Great team player contributing to create good team culture 
 Strong technical and previous hands-on experience with AI deep learning, specifically in NLP 
 Experienced in common technologies used by data science team, such as Python, SQL, Jutyper; and experience with deep learning theory and application using mxnet, Tensorflow or other deep learning frameworks 
 Experience with data analysis and reporting, familiar with analytic tools such as Tableau is a plus 
 Strong experience in developing product roadmap, product design, user stories, technical requirements and specifications 
 Strong experience in agile methodologies, processes, software engineering practices, design patterns and common systems architecture 
 Strong experience in research and analysis, clearly identify and communicate findings and recommendations 
 Excellent verbal and technical writing skills to document and present your ideas to both technical and non-technical stakeholders 
 Bonus: Experience with virtual assistants and banking industry 
 Competitive compensation rates and vacation time
 
 Stock options in a fast-growing company
 
 Medical, dental, and extended health benefits
 
 Parental Leave 
 Flexible working hours, a collaborative, team-based environment 
 Team events and celebrations 
 To meet our compliance obligations we require successful candidates to undergo security screenings including a criminal record check before coming on board. We focus strictly on offenses that are directly relevant to employment at Finn AI, and abide by all applicable human rights and privacy legislation. 
 ",https://www.indeed.com/rc/clk?jk=6967323dbc03a86e&fccid=56aadb73243e2244&vjs=3
Solution Architect (Big Data),EPAM Systems,"Toronto, ON"," Develop proposals for implementation and design of scalable big data architecture 
 Participate in customer’s workshops and presentation of the proposed solution 
 Design, implement, and deploy high-performance, custom applications at scale on Hadoop 
 Define and develop network infrastructure solutions to enable partners and clients to scale NoSQL and relational database architecture for growing demands and traffic 
 Define common business and development processes, platform and tools usage for data acquisition, storage, transformation, and analysis 
 Develop roadmaps and implementation strategy around data science initiatives including recommendation engines, predictive modeling, and machine learning 
 Review and audit of existing solution, design and system architecture 
 Perform profiling, troubleshooting of existing solutions 
 Create technical documentation 
 Strong knowledge of programming and scripting languages such as Java, Python, or Scala 
 Participation in designing, development, or maintenance of a distributed application 
 Experience with major Big Data technologies and frameworks including but not limited to Hadoop, MapReduce, Apache Spark, Hive, Kafka, Apache Flink, Flume, ZooKeeper, HBase, MongoDB, and Cassandra 
 Experience with Big Data solutions developed in large cloud computing infrastructures such as Amazon Web Services, Azure Cloud, or Google Cloud 
 Experience in client-driven large-scale implementation projects 
 Data Science and Analytics experience is a plus (Machine Learning, Recommendation Engines, Search Personalization, Deep Learning) 
 Technical team leading and team management experience, deep understanding of Agile (Scrum), RUP programming process 
 Strong experience in applications design, development, and maintenance 
 Solid knowledge of design patterns, refactoring concepts, unit tests, and CI/CD 
 Practical expertise in performance tuning and optimization, bottleneck problems analysis 
 Solid technical expertise & troubleshooting skills 
 Possess expertise in Object-Oriented Analysis and Design 
 Bachelor’s degree, or equivalent in Software Engineer, Computer Science or closely related field 
 Fluent oral and written English 
 Ability to travel up to 50% 
 Extended Healthcare with Prescription Drugs, Dental and Vision Insurance (Company Paid) 
 Life and AD&D Insurance (Company Paid) 
 Employee Assistance Program (Company Paid) 
 Unlimited access to LinkedIn learning solutions 
 Long-Term Disability 
 Registered Retirement Savings Plan (RRSP) with company match 
 Paid Time Off 
 Critical Illness Insurance 
 Employee Discounts 
 ",https://www.indeed.com/rc/clk?jk=20ddcb1a0bff6a64&fccid=532afac41b2663f7&vjs=3
"Senior Manager, Data Science",Spin Master Ltd,"Toronto, ON"," 
Provide quantitative analysis to key stakeholders to drive growth in the business 
 
Strong business acumen and enjoy telling stories with data 
 
Bring insights to optimize our business today and plan strategically for the future 
 
Generate tactical and strategic recommendations to improve marketing effectiveness 
 
Partner with senior leaders to evangelize data-driven business decisions and prioritize projects 
 
Develop statistical and machine learning algorithms to measure effectiveness of marketing 
 
Design experiments and casual inference methods to find actionable insights 
 
Build and maintain a data pipeline that can support complex data projects at scale 
 
Manage and prioritize ad hoc requests for analysis from GBUs and COEs. 
 
Develop core business metrics and create automated dashboards to track performance 
 
Perform analysis on market conditions and overall trends using third party data sources 
 
Drive forecasting model to be used in Integrated Marketing Reviews and Planning 
 
Conduct Marketing Mix Measurement, campaign analysis, program optimization, customer segmentation, ROI analysis, and predictive modeling 
 
Influence data science roadmap by performing exploratory analysis 
 
Provide technical guidance and mentorship to junior team members on solution design 
 
Create a set of heuristics backed by data that predicts product success 
 
Exceptional written and verbal communication skills, including ability to lead discussions with audiences of varying technical ability 
 
Self-starter attitude with sharp business judgement 
 
High attention to detail 
 
Working knowledge of marketing mathematical tools and methods, marketing test and learn plans, ROI development and data mining/multivariate analysis 
 
Thrive on finding creative solutions and adapting to constantly changing circumstances 
 
Knowledgeable about best practices around data manipulation, building data pipelines, feature engineering and creating dashboards 
 
Experience influencing strategy through data-centric presentations 
 
Capable of tackling very loosely defined problems with minimal guidance 
 
Experience working with real time and clickstream data 
 
7+ years experience working with data and utilizing quantitative techniques 
 
Bachelor’s degree from a top school (preferably in a quantitative field) 
 
Expertise with at least two of the standard analysis tools: Excel, SQL, R, Python, Hadoop, Stata, SAS, etc. 
 
Working knowledge of Unix command-line/shell, git and review board 
 
Expertise running advanced analytics in a scripting language 
 
Experience leveraging government data or publicly available APIs 
 
3+ years direct management experience of analysts and data scientists 
 
Proven track record of writing elegant code and coaching others to improve technical outputs 
 Integrity 
 Open Mindset 
 Innovation 
 Partnerships 
 Collaboration 
 Driving Results 
  Entrepreneurship 
 ",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvH3A8keRzMSHNNzpo8GRtlYiokHfs7hRv1iTbqYJ_v3EUQjdtkMnPNLzU6XcjpKQiO1c-r3-ENJ2pNSVs7zm6yiLs__uKas_Xn6kTWld3w3qzQcSoMNn7DNgP_8NDQl7Yll-4vN-lofM7oFl881uQ3YNOBOX94cajNUR_7BNySiPI_kM7aqCXj_ztOna8cfmd-9TvKODZNTxDSW8G4BpvmcYQHkQ5pmrN0ne-0XkCLBj-SIw9HsaVIfVfIq_wF_b7iFF4Cp-O52aiRupukh9az61kgG4RCTqquzTyFMeFWcARlwFNrhftQDqwJHLImdVmvGqQCvs95U_OC-BTLlYfOWRJ6E-SllrYGNBiwbvevBO02ZmgQpX_lVwvj5OXTXtBV-hPuXwg-rsdP25VG6Fg7Qlzgjh6un55z2gyyXq_Yc1KTzH275LVzwYrQrl2wN5vpynQ86PMOCzrvAVAi_9-GNQN0i0h6ZCXQotXOd2nH75hAjq_BWJfyddJ4wmuvAYQ2YKP6dV1T1t15Fd1Cxempm9J6S3Hu1bwezM3pm_0mHnIGVzSWx24i3_a-s-2fEnj-1TlS8KsBBHK2qQsjnPPqEsBRKT8RA7teTe1dZ7GErBB-5CJ1wgT9NYscm6eHvKKicKLUwgK4CCu9IvBLF2TsTKKhMpGuHuLwZ9aSJ1n-g==&p=8&fvj=0&vjs=3
Data Analyst,Ingrooves,"Victoria, BC"," 
Design, build and deploy machine learning models at scale 
 
Collaborate closely with product teams to provide high-level AI-driven services for music content owners 
 
Integrate with external and internal APIs and data sources to augment music consumption data to uncover shifting market trends, new opportunities, operational efficiencies and revenue streams 
 
Create data-rich informative visuals and documents to articulate and convey complex concepts to executive leadership team and label partners 
 
Contribute to and enable a positive work environment which highly encourages creative input and constructive criticism from all team members 
 
Other duties as determined by the Chief Analytics Officer 
 
Earned degree (MS or BS + 2 years corporate experience) in a highly quantitative discipline (e.g., machine learning, statistics, computer science, applied mathematics, theoretical physics, physical chemistry, econometrics) 
 
Demonstrated experience developing or applying machine learning algorithms to deliver robust predictions and inferences in a production scale environment 
 
Strong software development skills, with demonstrated ability to implement inferential and predictive models in a production environment. 
 
Knowledge of at least one data science programming language (e.g. Python, R, Julia, etc.) and relevant data science and visualization libraries (scikit-learn, pandas, ggplot, etc.) 
 
Experience with AWS (i.e., EC2, S3, RDS, Redshift, EMR) or similar cloud computing services is a plus 
 
Knowledge and experience of writing and tuning SQL 
 
Excellent communication and exposition skills with the ability to explain and present complex analyses and machine learning concepts to a broad audience, both technical and non-technical, in EnglishDemonstrated ability to work creatively and deliver within highly collaborative work environments while remaining product-focused 
 ",https://www.indeed.com/rc/clk?jk=1a89e6958bbee0be&fccid=a9ef033ae4ddf013&vjs=3
Data Analytics Account Manager,Maya Heat Transfer Technologies,"Montréal, QC"," Prospect for new clients, generate leads and identify sales prospects 
 Grow the territory and developing customer relationships 
 Demonstrate the company’s added-value through presentations, proposals and quotes uniquely positioned to customer needs 
 Contribute to business development initiatives such as seminars, trade shows, and training sessions as required 
 Have proven track record of value selling of services and/or software solutions to engineering groups 
 Are entrepreneurial, self-motivated and able to work autonomously with minimal assistance 
 Have outstanding communication and presentation skills, both verbal and written 
 Have a hunter/ challenger characteristic sales type 
 Have a strong technical and sales background with a passion for hi-tech products and cutting edge solutions 
 Have the necessary skills to negotiate with peers and costumers 
 Have an excellent network related to data analytics services and products 
 Sales experience focused on Predictive Analytics / Data Science / AI would be advantageous. 
 Are available to travel, mainly within United States, when the situation allows it. 
 Bachelor’s Degree required. Engineering or Business preferred 
 At least 3+ years of full-time Sales experience of software-related products and services. 
 Experience in selling SaaS or other software solutions into industrial sector related accounts is an asset 
 Familiarity with MS Office tools and CRM required 
 Permanent position, competitive base salary, bonuses and annual performance reviews 
 Fully paid by the employer medical, dental, life, short/long term disabilities insurance 
 Office accessible via public transit, 4 minutes’ walk from Vendome metro & train station 
 Flexible work from home options available 
 This is a unique opportunity to become a key member of a successful team of a high-energy and dynamic company that is a recognized industry leader 
 ",https://www.indeed.com/rc/clk?jk=ad0b143be0b52f1e&fccid=6dc70bd01506e2a1&vjs=3
Big Data Engineer,Semios,"Vancouver, BC"," THRIVE - Top 50 Leading AgTech (2020) – recognized as exemplifying some of the best in agriculture technology around the globe. 
 Global CleanTech Top 100 (2020) – identified as one of the companies best positioned to solve tomorrow’s clean technology challenges. 
 Google Accelerator (2020) - Selected as 1 of 9 companies for the inaugural Google for Startups Accelerator Canada cohort, who are all using technology to solve complex challenges. 
 In-depth experience with understanding, evaluating, and evolving existing structures to achieve more efficient and effective collection, storage, and access to big data
 
 At least two years experience in object oriented programming, and a fluency in Python and its data analytics ecosystem 
 Hands-on experience with provisioning and developing on cloud platforms, particularly GCP or AWS 
 A proven track record of mastering manual database-related tasks and building automation to create efficiencies 
 A solid understanding of benchmarking and performance tuning 
 Excellent troubleshooting skills to rapidly identify and resolve issues 
 The ability to quickly evaluate new technologies, determine their suitability and to integrate the chosen tools into the environment effectively 
 Excellent verbal and written communication skills with the talent to distill complex ideas to different audiences 
 The ability to work autonomously within a team environment 
 Real world experience with container management system (e.g. Kubernetes) and SQL 
 Experience with Google BigQuery 
 Experience with dbt 
 Advanced education in Big Data 
 Sleep better knowing you're making the world a better place through more sustainable food production 
 Work with a team that values fun, laughter, and each other 
 Have a lasting impact as you help to build a company 
 Learn a lot along the way! 
 ",https://www.indeed.com/rc/clk?jk=81e07b7f1ed9c5d4&fccid=d84702342d4b0d8f&vjs=3
"Postdoctoral Scholar, Machine Learning and the Microbiome, Cumming School of Medicine",The University of Calgary,"Calgary, AB"," PhD in data science, informatics, computer science, statistics, engineering, or a related discipline 
 Must have completed (or be within six months of completing) their doctoral degree. Applicants who hold a degree must have completed their doctoral degree within the past three years, or have been actively working in a related field 
 Experience in working with neuroscience and/or the microbiome would be an asset 
 Data science: Advanced knowledge of machine learning, artificial intelligence, statistics, visualization, and high-performance computing is required. Previous research experience with health data, particularly in the context of microbiome, is a strong asset 
 Software engineering: Solid and demonstrated software engineering experience is essential 
 Communication: Fluency in English, both written and oral. Experience presenting to academic audience is required 
 Time-management: The applicant must have excellent time management skills and be able to work in a self-directed manner within an inter-disciplinary environment 
 Publications: Demonstrated productivity in peer-reviewed publication is required 
 Supervision: Previous experience mentoring undergraduate and graduate students is an asset 
 A cover letter outlining your relevant research experience, qualifications, research interests and career goals 
 CV 
 Transcripts (Undergraduate and Graduate) 
 Sample of three related peer-reviewed publications 
 ",https://www.indeed.com/rc/clk?jk=cc5e5f9733cbb7bc&fccid=73ba4947c3957345&vjs=3
"Lead, Data Architect (Big Data)",CPP Investments,"Toronto, ON"," 
Diverse and inspiring colleagues and approachable leaders 
 
Stimulating work in a fast-paced, intellectually challenging environment 
 
Accelerated exposure and responsibility 
 
Global career development opportunities 
 
Being motivated every day by CPP Investments’ important social purpose and unshakable principles 
 
A deeply rooted culture of Integrity, Partnership and High Performance 
 As a hands-on Architect, you will be architecting and building reusable, highly scalable, cloud native data ecosystem on AWS and leveraging other specialized IaaS/PaaS/SaaS providers 
 
Provide thought leadership in the areas of advanced data techniques, including data modeling, data governance, data integration, discovery, visualization, etc. 
 
Create repeatable and process-oriented data designs and patterns, architecture and strategies to support mission critical business needs. 
 
Working with Architects, responsible for implementing an as-is, to-be and interim data strategy to support CPP Investments' cloud & data needs and platform / data integration transformation. 
 
Ability to develop and document aligned detailed plans to lead the team on transition from current state architecture to interim and then future state. 
 
Monitor and provide oversight to ensure solutions implemented across Business Solutions team are meeting design standards for quality, scalability, data retention, extensibility, performance and data refresh. 
 
Ensures system, technical and product architectures are aligned with business objectives. 
 
Bachelor's or Master's Degree in technical or business discipline or related experience 
 
Eight (8) or more years hands-on big data, data warehouse and/or analytic experience (using RDBMS and NoSQL data platform technologies and ETL and Data Ingestion protocols). 
 
Four (4) or more years Cloud technologies with hands on experience (AWS experience required) 
 
Strong practical experience building data solutions in AWS leveraging S3, Glue, Lambda, EMR/PySpark, Redshift/Spectrum, Snowflake, Athena/Presto, etc. 
 
Advanced knowledge of building data orchestration and pipelines leveraging Apache Airflow, NiFi, Debezium, Oracle Goldengate, Streamsets, AWS Step Functions, Lake formation, etc. 
 
Deep understanding of metadata management, data modeling, data catalog and related tools (knowledge of Collibra and Ataccama is big plus) 
 
Experience in Data Science and Advanced Analytic tools (Python and R) preferred. 
 
Experience with Data Virtualization over relational and non-relational sources, preferred. 
 
Working knowledge of Agile development methodologies preferred. 
 
Exemplify CPP Investments' Guiding Principles of Integrity, Partnership and High Performance. 
 ",https://www.indeed.com/rc/clk?jk=737a07d33906bc52&fccid=dd616958bd9ddc12&vjs=3
Senior Software Engineer - Machine Learning,ASSURANCE,"Toronto, ON"," 
A drive to move fast and deliver business value. 
 
4+ years of backend software engineering in a team environment. 
 
Experience writing and debugging complex database queries and code. 
 
Ability to quickly learn new technologies to help the team explore new solutions. 
 
Excellent communication ability – you can explain your work in a way that anyone on the team can understand, and you can frame problems in a way that ensures the right question is being asked. 
 
Business Acumen – you are always eager to understand how the business works, and more specifically, how your work impacts the business. 
 
Mentorship of others – you raise the bar on coding standards and providing meaningful feedback on code changes. 
 
Enthusiastic yet humble nature – you are excited about the work you do, but you are also humble enough to embrace feedback – you don’t need to be the smartest person in the room. 
 
Bachelors degree in mathematics, statistics, data science or related field of study. 
 
Experience with writing production-level Python. 
 
Unit and integration testing. 
 
Use of cloud technologies (AWS, GCP, Azure). 
 
Participate in agile methodologies (daily standup, sprint planning, retros). 
 
Profiling and performance tuning of production code a bonus. 
 
Direct experience with using ML libraries like sklearn, or Spark ML in a production environment a huge bonus! 
 ",https://www.indeed.com/rc/clk?jk=ea21f078080adc1e&fccid=5434780ac3971e0d&vjs=3
